,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country,price_Z,price_MM,price_Log
4166,20140703T000000,267000,3,1.0,1740,10875,1.0,0,0.0,4.0,1020,720,1962,,4035 S 150th St,Tukwila,WA 98188,USA,-0.7744842944881377,0.02705991839072231,12.495003937382387
4167,20140703T000000,575000,3,1.75,1530,6743,1.0,0,0.0,3.0,1410,120,1955,,4931 SW Forney St,Seattle,WA 98116,USA,0.04674267673788261,0.07115756317560312,13.262125319779487
4168,20140703T000000,810000,3,1.5,1520,9041,1.0,0,0.0,4.0,1520,0,1954,,9530 NE 5th St,Bellevue,WA 98004,USA,0.6733281904979955,0.10480349344978167,13.604789526648622
4169,20140703T000000,850000,3,2.5,3230,5000,2.0,0,2.0,5.0,2430,800,1945,,2431 NW Neptune Pl,Seattle,WA 98117,USA,0.7799810439039722,0.11053046030496098,13.652991628466498
4170,20140703T000000,1014999,3,3.25,3620,4000,2.0,0,0.0,3.0,2730,890,2005,,3505 W McGraw St,Seattle,WA 98199,USA,1.219921397882291,0.13415405540840433,13.830398185235865
4171,20140703T000000,1100000,4,3.75,5070,60123,2.0,0,0.0,3.0,5070,0,2000,,5725 251st Ct NE,Redmond,WA 98053,USA,1.4465613776913264,0.14632400314983177,13.9108207377686
4172,20140703T000000,240000,3,1.75,1570,8750,1.0,0,0.0,3.0,1570,0,1960,,17820 1st Avenue South,Burien,WA 98148,USA,-0.846474970537172,0.023194215763476266,12.388394202324129
4173,20140703T000000,198000,4,1.75,2080,7200,1.0,0,0.0,4.0,1050,1030,1966,,4114 S 294th St,Auburn,WA 98001,USA,-0.9584604666134475,0.017180900565537977,12.196022309676673
4174,20140703T000000,565000,4,2.5,2230,8624,1.0,0,0.0,4.0,1430,800,1969,,14021 NE 62nd St,Redmond,WA 98052,USA,0.020079463386388448,0.0697258214618083,13.244581010128577
4175,20140703T000000,1195000,5,3.0,3420,18129,2.0,0,0.0,3.0,2540,880,1952,2005.0,7657-7801 E Mercer Way,Mercer Island,WA 98040,USA,1.699861904530521,0.15992554943088266,13.993656743347747
4176,20140703T000000,340000,8,2.75,2790,6695,1.0,0,0.0,3.0,1470,1320,1977,,17512 Corliss Ave N,Shoreline,WA 98133,USA,-0.5798428370222303,0.037511632901424584,12.736700896592344
4177,20140703T000000,815000,4,2.5,3150,4203,2.0,0,0.0,3.0,3150,0,2002,,9714 132nd Ave NE,Kirkland,WA 98033,USA,0.6866597971737426,0.10551936430667908,13.610943392223
4178,20140703T000000,1875000,4,3.25,3930,10929,2.0,0,0.0,3.0,3930,0,2006,,10924 NE 18th Pl,Bellevue,WA 98004,USA,3.5129604124321245,0.2572839859689312,14.444119217386648
4179,20140703T000000,588000,5,3.0,2190,4900,2.0,0,0.0,5.0,1490,700,1940,,8314 Jones Ave NW,Seattle,WA 98117,USA,0.08140485409482504,0.07301882740353641,13.284482226880764
4180,20140703T000000,280500,4,2.5,1890,6962,2.0,0,0.0,3.0,1890,0,1997,,30021 114th Way SE,Auburn,WA 98092,USA,-0.7384889564636206,0.028992769704345334,12.544329003944888
4181,20140703T000000,390000,4,2.0,1900,76877,1.0,0,0.0,3.0,1900,0,2004,,17116 SE Covington Sawyer Rd,Kent,WA 98042,USA,-0.44652677026475945,0.044670341470398736,12.873902018105829
4182,20140703T000000,509000,2,1.5,1930,3521,2.0,0,0.0,3.0,1930,0,1989,,78 145th Pl SE,Bellevue,WA 98007,USA,-0.12923453138197888,0.06170806786455723,13.14020329553266
4183,20140703T000000,357000,2,1.0,870,4600,1.0,0,0.0,4.0,870,0,1942,,8506 37th Ave SW,Seattle,WA 98126,USA,-0.5345153743246902,0.03994559381487579,12.785491060761776
4184,20140703T000000,490600,3,2.5,3316,11447,2.0,0,0.0,3.0,3316,0,1986,,33247-33248 2nd Pl SW,Federal Way,WA 98023,USA,-0.17829484394872816,0.05907366311117474,13.103384410806527
4185,20140703T000000,650000,3,1.5,1380,4500,1.0,0,0.0,5.0,1380,0,1960,,2719 63rd Ave SE,Mercer Island,WA 98040,USA,0.24671677687408888,0.08189562602906436,13.38472764187182
4186,20140703T000000,715000,3,4.0,2080,2250,3.0,0,4.0,3.0,2080,0,1997,,4326 Greenwood Ave N,Seattle,WA 98103,USA,0.42002766365880095,0.09120194716873077,13.480037821676145
4187,20140703T000000,529950,3,1.0,1240,5000,1.5,0,0.0,5.0,1240,0,1909,,820 NW 64th St,Seattle,WA 98107,USA,-0.07337509941059861,0.06470756675495741,13.180537941455402
4188,20140703T000000,265000,3,1.0,1020,8610,1.0,0,0.0,5.0,1020,0,1959,,3704 NE 9th Ct,Renton,WA 98056,USA,-0.7798169371584366,0.026773570047963345,12.487485104968359
4189,20140703T000000,1755000,3,2.0,2360,4800,2.0,0,0.0,3.0,2360,0,1909,2014.0,1242 15th Ave E,Seattle,WA 98112,USA,3.1930018522141945,0.24010308540339323,14.377979414882104
4190,20140703T000000,1140000,3,2.5,2780,33503,1.5,0,1.0,4.0,2110,670,1969,,2800-2998 194th Ave SE,Sammamish,WA 98075,USA,1.5532142310973032,0.1520509700050111,13.946538820370678
4191,20140703T000000,610000,3,2.0,2300,13418,1.0,0,0.0,3.0,1430,870,1955,,335-345 105th Ave SE,Bellevue,WA 98004,USA,0.1400639234681122,0.07616865917388503,13.321214236149494
4192,20140703T000000,554729,4,2.5,2020,4350,2.0,0,0.0,5.0,1730,290,1943,,4109 W Bertona St,Seattle,WA 98199,USA,-0.00730632304693121,0.06825527954756962,13.226234985188736
4193,20140703T000000,395000,5,1.75,1840,10453,1.0,0,2.0,3.0,1360,480,1948,,2716 SW 170th St,Burien,WA 98166,USA,-0.4331951635890124,0.04538621232729615,12.886641043883259
4194,20140703T000000,341000,3,1.0,1390,4814,1.5,0,0.0,3.0,1390,0,1908,,8116 8th Ave NE,Seattle,WA 98115,USA,-0.577176515687081,0.03765480707280407,12.739637756265655
4195,20140703T000000,264500,4,2.25,2060,11385,1.0,0,0.0,4.0,1200,860,1962,,2152 SW 323rd St,Federal Way,WA 98023,USA,-0.7811500978260113,0.0267019829622736,12.48559653028049
4196,20140703T000000,395000,4,2.75,2640,35070,1.5,0,0.0,3.0,2640,0,1963,,19803 121st Ave SE,Kent,WA 98031,USA,-0.4331951635890124,0.04538621232729615,12.886641043883259
4197,20140703T000000,640000,3,2.25,1980,10115,1.0,0,0.0,3.0,1980,0,1959,,3060 124th Ave NE,Bellevue,WA 98005,USA,0.2200535635225947,0.08046388431526953,13.369223455335854
4198,20140703T000000,430000,3,1.5,1810,5080,1.0,0,0.0,3.0,1030,780,1958,,7321 39th Ave NE,Seattle,WA 98115,USA,-0.3398739168587828,0.050397308325578066,12.971540487669746
4199,20140703T000000,410000,4,2.5,1700,9000,1.0,0,0.0,5.0,1700,0,1972,,14214 81st Ave NE,Kirkland,WA 98034,USA,-0.39320034356177114,0.0475338248979884,12.92391243868049
4200,20140703T000000,220000,4,1.0,1200,6000,1.5,0,0.0,3.0,1200,0,1923,,7943 13th Ave SW,Seattle,WA 98106,USA,-0.8998013972401603,0.0203307323358866,12.301382825334498
4201,20140703T000000,1625000,4,3.25,2980,3600,2.0,0,0.0,3.0,2150,830,1999,,1820 38th Ave E,Seattle,WA 98112,USA,2.84638007864477,0.22149044312406044,14.301018373745976
4202,20140703T000000,405500,2,2.75,1350,1252,2.0,0,0.0,3.0,1120,230,2006,,9126 45th Ave SW,Seattle,WA 98136,USA,-0.40519878956994354,0.046889541126780725,12.912876152537605
4203,20140703T000000,633000,4,2.5,2360,10000,1.0,0,3.0,3.0,1980,380,1977,,3323-3325 33rd Ave SW,Seattle,WA 98126,USA,0.2013893141765488,0.07946166511561314,13.358225701126313
4204,20140703T000000,295950,2,1.0,1190,6200,1.0,0,0.0,3.0,1190,0,1948,,1610 N 185th St,Shoreline,WA 98133,USA,-0.6972942918355621,0.031204810652158348,12.597945800118872
4205,20140703T000000,1042030,4,5.0,4110,43560,2.0,0,0.0,4.0,4110,0,1978,,2808 120th Ave NE,Bellevue,WA 98005,USA,1.2919947298927148,0.13802419643496314,13.85668129166795
4206,20140703T000000,605000,4,2.5,2800,10786,1.0,0,0.0,3.0,1420,1380,1970,,16674 SE 17th St,Bellevue,WA 98008,USA,0.12673231679236513,0.07545278831698762,13.312983737012978
4207,20140703T000000,255000,2,1.5,920,1598,2.0,0,0.0,3.0,920,0,1995,,10740 Stone Ave N,Seattle,WA 98133,USA,-0.8064801505099307,0.025341828334168516,12.449018824140563
4208,20140703T000000,474000,3,1.75,1530,8000,2.0,0,0.0,3.0,1530,0,1978,,10828 157th Ave NE,Redmond,WA 98052,USA,-0.22255577811220847,0.05669697186627532,13.068962600677214
4209,20140703T000000,370000,2,1.0,860,5040,1.0,0,0.0,3.0,860,0,1956,,9257 7th Ave NW,Seattle,WA 98117,USA,-0.4998531969677478,0.04180685804280908,12.821258284620408
4210,20140703T000000,288000,3,2.5,1520,3593,2.0,0,0.0,3.0,1520,0,2004,,22412 SE 243rd St,Maple Valley,WA 98038,USA,-0.71849154645,0.03006657598969146,12.570715759118084
4211,20140703T000000,100000,2,0.75,660,5240,1.0,0,0.0,4.0,660,0,1912,,749 1st Ave N,Kent,WA 98032,USA,-1.2197599574580904,0.003149831770348629,11.512925464970229
4212,20140703T000000,1150000,5,2.5,3580,8921,2.0,0,0.0,3.0,3580,0,2000,,409 20th Ave,Kirkland,WA 98033,USA,1.5798774444487973,0.15348271171880593,13.955272500339433
4213,20140703T000000,600000,5,2.25,3000,13899,2.0,0,0.0,4.0,3000,0,1975,,17612 NE 30th Pl,Redmond,WA 98052,USA,0.11340071011661804,0.0747369174600902,13.304684934198283
4214,20140703T000000,515000,5,3.25,2740,9629,1.0,0,0.0,5.0,1390,1350,1977,,10723 NE 189th St,Bothell,WA 98011,USA,-0.11323660337108239,0.06256711289283413,13.151922179645874
4215,20140703T000000,345000,4,2.5,2040,5523,2.0,0,0.0,3.0,2040,0,1999,,455 S 190th St,Burien,WA 98148,USA,-0.5665112303464832,0.038227503758322,12.751299696013497
4216,20140703T000000,975000,6,2.75,2520,54160,2.0,1,4.0,3.0,2520,0,1954,,3405 SW Seola Ln,Seattle,WA 98146,USA,1.1132712107976492,0.1284272317273964,13.790192749979985
4217,20140703T000000,850000,3,2.0,2470,8800,2.0,0,0.0,3.0,2470,0,1961,2004.0,3914 88th Ave SE,Mercer Island,WA 98040,USA,0.7799810439039722,0.11053046030496098,13.652991628466498
4218,20140703T000000,439990,3,2.5,1930,1348,2.0,0,0.0,3.0,1300,630,2005,,3433 21st Ave W,Seattle,WA 98199,USA,-0.3132373667206401,0.051827618297659105,12.994507278363448
4219,20140703T000000,554950,3,2.5,2950,10254,2.0,0,0.0,3.0,2950,0,2006,,409 Pasco Pl NE,Renton,WA 98059,USA,-0.006717066031863189,0.06828692103944449,13.226633298580126
4220,20140703T000000,605000,3,2.5,2610,6405,2.0,0,0.0,3.0,2610,0,2001,,7102 Curtis Dr SE,Snoqualmie,WA 98065,USA,0.12673231679236513,0.07545278831698762,13.312983737012978
4221,20140703T000000,609000,3,1.75,1630,1526,3.0,0,0.0,3.0,1630,0,2014,,3644 Phinney Ave N,Seattle,WA 98103,USA,0.1373976021329628,0.07602548500250556,13.319573546692034
4222,20140703T000000,425000,3,1.5,1400,1022,3.0,0,0.0,3.0,1400,0,2007,,1018 NE 96th St,Seattle,WA 98115,USA,-0.3532055235345299,0.049681437468680645,12.959844447906553
4223,20140703T000000,399900,2,1.75,1410,1005,1.5,0,0.0,3.0,900,510,2011,,932-968 NE High St,Issaquah,WA 98029,USA,-0.42013018904678023,0.04608776576705562,12.89896979483491
4224,20140703T000000,1024999,4,3.5,4370,10860,2.0,0,0.0,3.0,4370,0,2008,,5350 NE 16th St,Renton,WA 98059,USA,1.246584611233785,0.13558579712219915,13.840202194944414
4225,20140703T000000,2351956,4,4.25,5010,19412,2.0,0,1.0,3.0,4000,1010,2014,,6410 E Mercer Way,Mercer Island,WA 98040,USA,4.784678371159649,0.32557176605340393,14.670757880342673
4226,20140703T000000,519995,4,3.0,2590,6160,2.0,0,0.0,3.0,2590,0,2014,,14012 163rd Pl SE,Renton,WA 98059,USA,-0.09991832830201106,0.06328226787887466,13.161574475126766
4227,20140704T000000,625000,3,1.5,1300,7200,1.0,0,0.0,5.0,1300,0,1960,,619 9th Ave,Kirkland,WA 98033,USA,0.18005874349535345,0.07831627174457728,13.345506928718539
4228,20140704T000000,600000,3,2.5,2320,7609,2.0,0,0.0,3.0,2320,0,2003,,769-821 Big Tree Dr NW,Issaquah,WA 98027,USA,0.11340071011661804,0.0747369174600902,13.304684934198283
4229,20140705T000000,1200000,4,2.5,2700,4275,2.0,0,0.0,3.0,2700,0,2004,,124 NE 60th St,Seattle,WA 98115,USA,1.7131935112062682,0.16064142028778008,13.997832114758229
4230,20140705T000000,1738000,4,2.25,2920,6513,2.0,0,0.0,4.0,2260,660,1937,,1987 Shenandoah Dr E,Seattle,WA 98112,USA,3.1476743895166543,0.237669124489942,14.368245584807475
4231,20140705T000000,671000,4,3.0,3130,5700,1.5,0,0.0,3.0,1750,1380,1953,,4222 NE 72nd St,Seattle,WA 98115,USA,0.30270952491222664,0.08490228362803351,13.41652441595382
4232,20140705T000000,825000,4,2.25,2110,12653,2.0,0,0.0,4.0,2110,0,1972,,7490 85th Ave SE,Mercer Island,WA 98040,USA,0.7133230105252368,0.10695110602047392,13.623138665316818
4233,20140705T000000,459500,3,1.75,1470,4950,1.0,0,0.0,3.0,1030,440,1984,,14301 Wallingford Ave N,Seattle,WA 98133,USA,-0.26121743747187504,0.054620946381272815,13.03789422077788
4234,20140705T000000,499000,3,2.5,1540,1326,3.0,0,0.0,3.0,1390,150,1995,,2841 13th Ave W,Seattle,WA 98119,USA,-0.15589774473347306,0.0602763261507624,13.120361374733656
4235,20140706T000000,1280000,4,2.5,3160,4620,1.5,0,4.0,3.0,2020,1140,1917,2005.0,1730 Walnut Ave SW,Seattle,WA 98116,USA,1.9264992180182214,0.17209535399813874,14.0623706358958
4236,20140706T000000,395000,3,1.75,1480,7700,1.0,0,0.0,3.0,1480,0,1975,,13547 104th Pl NE,Kirkland,WA 98034,USA,-0.4331951635890124,0.04538621232729615,12.886641043883259
4237,20140706T000000,625000,2,1.75,1990,4000,1.0,0,0.0,5.0,1090,900,1952,,8215 Stone Ave N,Seattle,WA 98103,USA,0.18005874349535345,0.07831627174457728,13.345506928718539
4238,20140707T000000,861990,5,2.75,3595,5639,2.0,0,0.0,3.0,3595,0,2014,,9622 242nd Way NE,Redmond,WA 98053,USA,0.8119502367124137,0.112247118619801,13.666998948650464
4239,20140707T000000,382500,2,1.0,1190,4440,1.0,0,0.0,3.0,1190,0,1981,,3825 NE 117th St,Seattle,WA 98125,USA,-0.4665241802783801,0.04359653518505261,12.854483932248728
4240,20140707T000000,404950,4,2.25,2340,217014,1.0,0,0.0,4.0,2340,0,1982,,19415 SE 342nd St,Auburn,WA 98092,USA,-0.4066652663042757,0.04681079533252201,12.911518881677136
4241,20140707T000000,530000,3,1.75,1320,2500,1.0,0,0.0,3.0,870,450,1918,,2108 NE 54th St,Seattle,WA 98105,USA,-0.07324178334384114,0.06471472546352638,13.180632285528304
4242,20140707T000000,195000,2,1.0,1190,27007,1.0,0,0.0,4.0,1190,0,1910,,205 SW Gibson Ln,Issaquah,WA 98027,USA,-0.9664594306188957,0.016751378051399528,12.180754837545884
4243,20140707T000000,747500,4,2.25,2350,18600,2.0,0,0.0,4.0,2350,0,1977,,16327 Inglewood Pl NE,Kenmore,WA 98028,USA,0.506683107051157,0.09585510773856397,13.524489584246979
4244,20140707T000000,320000,3,1.0,1560,7552,1.0,0,0.0,4.0,910,650,1948,,228 NE 174th St,Shoreline,WA 98155,USA,-0.6331692637252186,0.03464814947383492,12.676076274775909
4245,20140707T000000,199990,3,1.0,1100,8560,1.0,0,0.0,3.0,1100,0,1961,,214 SW 305th St,Federal Way,WA 98023,USA,-0.9531544871565002,0.017465817166583145,12.206022644280132
4246,20140707T000000,548800,4,1.0,1660,4704,1.5,0,0.0,3.0,1260,400,1930,,8612 8th Ave NE,Seattle,WA 98115,USA,-0.0231149422430321,0.06740639988546067,13.215489355393812
4247,20140707T000000,870000,4,3.0,3040,36246,1.5,0,0.0,3.0,2680,360,1923,2014.0,200 E Lake Sammamish Pkwy NE,Sammamish,WA 98074,USA,0.8333074706069605,0.11339394373255066,13.676248490630767
4248,20140707T000000,588000,3,2.0,1860,4777,2.0,0,0.0,5.0,1860,0,1908,,8222 16th Ave NE,Seattle,WA 98115,USA,0.08140485409482504,0.07301882740353641,13.284482226880764
4249,20140707T000000,775000,4,3.25,4100,241322,2.0,0,0.0,3.0,2500,1600,1981,,18096-18162 NE 143rd Pl,Woodinville,WA 98072,USA,0.580006943767766,0.09979239745149976,13.560618308335483
4250,20140707T000000,670000,6,3.0,4050,36171,2.0,0,0.0,4.0,2620,1430,1970,,14717 245th Ave SE,Issaquah,WA 98027,USA,0.3000432035770772,0.08475910945665402,13.415032991367148
4251,20140707T000000,555000,3,1.5,1740,4200,1.5,0,0.0,4.0,1640,100,1920,,6714 4th Ave NW,Seattle,WA 98117,USA,-0.006583749965105718,0.06829407974801346,13.226723392728571
4252,20140707T000000,494000,2,1.0,1290,4650,1.0,0,0.0,4.0,1290,0,1906,,312 NE 81st St,Seattle,WA 98115,USA,-0.16922935140922013,0.05956045529386498,13.110290796170059
4253,20140707T000000,445000,2,2.0,1240,2500,2.0,0,0.0,3.0,1240,0,1985,,2847 NW 70th St,Seattle,WA 98117,USA,-0.29987909683154157,0.05254492089627031,13.005829561148378
4254,20140707T000000,300000,4,3.0,2200,10800,1.0,0,0.0,3.0,2200,0,1960,,17237 129th Ave SE,Renton,WA 98058,USA,-0.686495690428207,0.031784666046245254,12.611537753638338
4255,20140707T000000,480000,3,2.25,1680,9090,1.0,0,0.0,4.0,1130,550,1959,,305 158th Pl SE,Bellevue,WA 98008,USA,-0.20655785010131197,0.05755601689455222,13.081541382884074
4256,20140707T000000,300000,3,1.0,930,5160,1.5,0,0.0,5.0,930,0,1919,,8631 17th Ave SW,Seattle,WA 98106,USA,-0.686495690428207,0.031784666046245254,12.611537753638338
4257,20140707T000000,360000,3,1.5,1800,22000,2.0,0,0.0,3.0,1800,0,1931,,3714 S 128th St,Tukwila,WA 98168,USA,-0.526516410319242,0.04037511632901424,12.793859310432293
4258,20140707T000000,527000,6,3.5,3000,8401,1.0,0,0.0,3.0,1500,1500,1979,,12750 27th Ave NE,Seattle,WA 98125,USA,-0.08124074734928939,0.06428520294938793,13.1749558275235
4259,20140707T000000,875000,3,1.5,1820,12686,1.0,0,0.0,4.0,1820,0,1952,,2424 109th Ave SE,Bellevue,WA 98004,USA,0.8466390772827076,0.11410981458944808,13.681979165339751
4260,20140707T000000,266000,4,2.25,1995,7102,2.0,0,0.0,4.0,1995,0,1981,,33724 27th Pl SW,Federal Way,WA 98023,USA,-0.7771506158232871,0.026916744219342828,12.491251587763836
4261,20140707T000000,866000,4,3.25,3990,9786,2.0,0,0.0,3.0,3990,0,2004,,Nuthatch Trail,Redmond,WA 98053,USA,0.8226421852663629,0.11282124704703272,13.671640187544572
4262,20140707T000000,500000,4,2.0,1700,8640,1.0,0,0.0,3.0,850,850,1955,2010.0,3706 140th Ave SE,Bellevue,WA 98006,USA,-0.15323142339832363,0.06041950032214188,13.122363377404328
4263,20140707T000000,335950,2,1.5,800,5192,1.0,0,0.0,5.0,800,0,1951,,10203 42nd Ave SW,Seattle,WA 98146,USA,-0.5906414384295855,0.03693177750733767,12.724717618348295
4264,20140707T000000,215000,3,1.0,960,9563,1.0,0,0.0,5.0,960,0,1967,,1625 SW 351st St,Federal Way,WA 98023,USA,-0.9131330039159073,0.019614861478989193,12.2783933071098
4265,20140707T000000,481000,4,2.5,2286,8269,2.0,0,0.0,3.0,2286,0,2002,,1831 NE 29th Ct,Renton,WA 98056,USA,-0.20389152876616257,0.05769919106593171,13.083622549087899
4266,20140707T000000,320000,3,1.75,2220,11646,1.0,0,0.0,3.0,1270,950,1950,,5608 NE 204th St,Kenmore,WA 98028,USA,-0.6331692637252186,0.03464814947383492,12.676076274775909
4267,20140707T000000,295000,3,1.75,1940,7500,1.5,0,0.0,4.0,1940,0,1918,1985.0,1708 Franklin St,Enumclaw,WA 98022,USA,-0.6998272971039541,0.03106879518934784,12.594730635321957
4268,20140707T000000,295000,3,1.5,1640,7222,2.0,0,0.0,4.0,1640,0,1908,,9047 4th Ave S,Seattle,WA 98108,USA,-0.6998272971039541,0.03106879518934784,12.594730635321957
4269,20140707T000000,320000,3,1.0,1120,10576,1.0,0,0.0,4.0,1120,0,1969,,17722 199th Ave NE,Woodinville,WA 98077,USA,-0.6331692637252186,0.03464814947383492,12.676076274775909
4270,20140707T000000,780000,4,2.0,2600,4800,1.0,0,2.0,3.0,1400,1200,1953,,1937 10th Ave W,Seattle,WA 98119,USA,0.593338550443513,0.10050826830839717,13.567049198665774
4271,20140707T000000,437500,3,2.0,1490,4800,2.0,0,0.0,5.0,1490,0,1948,,309 NW 89th St,Seattle,WA 98117,USA,-0.31987650684516217,0.05147111461092419,12.988831984779805
4272,20140707T000000,443000,5,1.75,1650,3000,1.5,0,0.0,3.0,1650,0,1902,,814 20th Ave S,Seattle,WA 98144,USA,-0.3052117395018404,0.052258572553511344,13.001325049027272
4273,20140707T000000,575000,4,2.5,2400,6137,2.0,0,0.0,3.0,2400,0,1990,,22447 NE 9th Dr,Sammamish,WA 98074,USA,0.04674267673788261,0.07115756317560312,13.262125319779487
4274,20140707T000000,245000,2,1.0,1500,6685,1.0,0,0.0,3.0,1190,310,1926,,12226 Phinney Ave N,Seattle,WA 98133,USA,-0.8331433638614248,0.02391008662037368,12.409013489526863
4275,20140707T000000,450000,3,2.5,1990,12793,2.0,0,0.0,3.0,1990,0,1993,,14543 86th Pl NE,Kenmore,WA 98028,USA,-0.28654749015579445,0.05326079175316773,13.017002861746503
4276,20140707T000000,536000,2,1.5,1130,746,2.0,0,0.0,3.0,1030,100,2009,,5412 6th Ave NW,Seattle,WA 98107,USA,-0.05724385533294463,0.06557377049180328,13.19188944005294
4277,20140707T000000,685000,3,3.25,2030,11070,2.0,0,0.0,4.0,2030,0,1980,,16725 NE 42nd Ct,Redmond,WA 98052,USA,0.34003802360431845,0.08690672202734627,13.437174117244362
4278,20140707T000000,373000,4,1.75,1590,7920,2.0,0,0.0,4.0,1590,0,1960,,16016 Burke Ave N,Shoreline,WA 98133,USA,-0.4918542329622996,0.04223638055694753,12.829333698625952
4279,20140707T000000,450000,3,1.75,1480,8394,1.0,0,0.0,4.0,1480,0,1971,,6201 147th Ct NE,Redmond,WA 98052,USA,-0.28654749015579445,0.05326079175316773,13.017002861746503
4280,20140707T000000,645000,4,2.5,2690,18653,2.0,0,0.0,3.0,2690,0,1985,,4117 211th Pl NE,Sammamish,WA 98074,USA,0.2333851701983418,0.08117975517216694,13.37700559577791
4281,20140707T000000,1275000,3,2.5,3870,46609,2.0,0,3.0,3.0,3870,0,1997,,17002 SE 14th Ln,Bellevue,WA 98008,USA,1.9131676113424743,0.17137948314124132,14.058456736574664
4282,20140707T000000,230000,3,1.0,1390,6000,1.0,0,0.0,3.0,1390,0,1954,,880 Monroe Ave NE,Renton,WA 98056,USA,-0.8731381838886662,0.021762474049681436,12.345834587905333
4283,20140707T000000,593000,3,2.75,1830,1850,2.0,0,0.0,3.0,1690,140,2011,,2101-2499 NW Stoney Creek Dr,Issaquah,WA 98027,USA,0.09473646077057211,0.07373469826043383,13.292949677979863
4284,20140707T000000,681000,3,1.75,1880,10032,1.0,0,0.0,4.0,1880,0,1984,,13345 SE 55th Pl,Bellevue,WA 98006,USA,0.32937273826372077,0.08633402534182834,13.43131758513165
4285,20140707T000000,558000,2,2.0,1580,5750,1.0,0,0.0,5.0,790,790,1910,,4052 41st Ave SW,Seattle,WA 98116,USA,0.001415214040342532,0.0687236022621519,13.232114241363448
4286,20140707T000000,538250,3,2.25,2590,15229,2.0,0,3.0,3.0,2590,0,1984,,23105 Marine View Dr S,Des Moines,WA 98198,USA,-0.051244632328858446,0.06589591237740712,13.196078415226609
4287,20140707T000000,570000,3,1.0,1890,3330,1.5,0,0.0,4.0,1390,500,1901,,4324 Dayton Ave N,Seattle,WA 98103,USA,0.033411070062135534,0.07044169231870571,13.253391639810733
4288,20140707T000000,475000,5,2.5,2510,8050,1.0,0,0.0,4.0,1490,1020,1977,,12608 NE 134th Pl,Kirkland,WA 98034,USA,-0.21988945677705907,0.05684014603765481,13.071070083016778
4289,20140707T000000,209950,3,1.5,1180,7300,1.0,0,0.0,4.0,1180,0,1968,,2601-2667 Alpine St SE,Auburn,WA 98002,USA,-0.926597926658412,0.018891831913522797,12.25462468611234
4290,20140707T000000,410000,3,2.25,1450,19206,2.0,0,0.0,3.0,1450,0,1989,,1107 216th Ave NE,Sammamish,WA 98074,USA,-0.39320034356177114,0.0475338248979884,12.92391243868049
4291,20140707T000000,1636000,3,2.5,3110,6765,2.0,0,1.0,4.0,2550,560,1946,,8240 Fairway Dr NE,Seattle,WA 98115,USA,2.8757096133314137,0.22306535900923474,14.307764796144829
4292,20140707T000000,670000,5,2.5,2860,68519,2.0,0,0.0,5.0,2860,0,1958,,37927 SE 82nd Pl,Snoqualmie,WA 98065,USA,0.3000432035770772,0.08475910945665402,13.415032991367148
4293,20140707T000000,821000,3,2.75,2760,8476,1.0,0,0.0,4.0,1690,1070,1967,,6950 93rd Ave SE,Mercer Island,WA 98040,USA,0.7026577251846391,0.10637840933495597,13.618278388434565
4294,20140707T000000,665000,5,2.0,2800,17788,1.0,0,0.0,4.0,1400,1400,1963,,7502 132nd Ave NE,Kirkland,WA 98033,USA,0.28671159690133013,0.08404323859975661,13.407542319637992
4295,20140707T000000,339000,3,2.5,1450,3748,2.0,0,0.0,3.0,1450,0,2004,,7621 Orchard Ave SE,Snoqualmie,WA 98065,USA,-0.5825091583573797,0.0373684587300451,12.733755386362587
4296,20140707T000000,631500,4,2.0,2530,5650,1.5,0,0.0,4.0,1910,620,1910,,2900-2998 Fairmount Ave SW,Seattle,WA 98116,USA,0.19738983217382466,0.07924690385854392,13.355853220772683
4297,20140707T000000,570000,3,2.0,1640,2808,1.0,0,3.0,4.0,820,820,1924,,3209 S Charles St,Seattle,WA 98144,USA,0.033411070062135534,0.07044169231870571,13.253391639810733
4298,20140707T000000,437000,3,1.75,2220,17568,1.0,0,0.0,4.0,2220,0,1967,,16527 191st Pl NE,Woodinville,WA 98072,USA,-0.3212096675127369,0.05139952752523445,12.987688474077727
4299,20140707T000000,542500,3,2.5,2040,10086,2.0,0,0.0,3.0,2040,0,1987,,8511 170th Ct NE,Redmond,WA 98052,USA,-0.03991276665447343,0.06650440260576992,13.203943364396752
4300,20140707T000000,229500,3,1.0,1230,6000,1.0,0,0.0,4.0,1230,0,1967,,1605 21st St NE,Auburn,WA 98002,USA,-0.8744713445562409,0.02169088696399169,12.343658308482738
4301,20140707T000000,170500,2,1.0,1060,7700,1.0,0,0.0,3.0,820,240,1981,,1019 S 22nd Ct,Renton,WA 98055,USA,-1.0317843033300564,0.013243610852602191,12.04649057570571
4302,20140707T000000,391500,3,2.5,1920,9625,2.0,0,0.0,3.0,1920,0,1993,,955 11th Ct SW,North Bend,WA 98045,USA,-0.44252728826203536,0.044885102727467964,12.877740794412995
4303,20140707T000000,296475,3,2.5,1520,4170,2.0,0,0.0,3.0,1520,0,2004,,24312 226th Ave SE,Maple Valley,WA 98038,USA,-0.6958944731346087,0.03127997709213258,12.599718176832996
